       13	2017-11-24 19:06:15	1	0	1	0
       10	2017-11-24 19:45:38	1	0	1	0
       27	2017-11-24 19:49:27	1	0	1	0
       12	2017-11-24 19:49:30	1	0	1	0
        4	2017-11-24 20:04:21	1	0	1	0
        1	2017-11-24 20:18:52	1	0	1	0
        1	2017-11-24 20:18:55	1	0	1	0
        9	2017-11-24 20:48:26	1	0	1	0
       28	2017-11-24 20:49:35	1	0	1	0
       31	2017-11-24 22:53:17	1	0	1	0
       27	2017-11-24 22:53:29	1	0	1	0
        3	2017-11-24 22:53:39	1	0	1	0
       22	2017-11-27 06:24:59	1	0	1	0
       26	2017-11-27 08:33:29	1	0	1	0
       26	2017-11-27 08:33:31	1	0	1	0
        1	2017-11-27 09:14:43	1	0	1	0
       28	2017-11-27 09:32:39	1	0	1	0
       11	2017-11-27 09:32:42	1	0	1	0
       33	2017-11-27 09:33:44	1	0	1	0
        2	2017-11-27 09:40:53	1	0	1	0
       19	2017-11-27 09:43:06	1	0	1	0
       13	2017-11-27 09:45:56	1	0	1	0
       17	2017-11-27 09:46:03	1	0	1	0
       10	2017-11-27 09:54:20	1	0	1	0
       27	2017-11-27 09:59:26	1	0	1	0
        4	2017-11-27 10:07:13	1	0	1	0
       31	2017-11-27 10:23:42	1	0	1	0
       12	2017-11-27 10:29:20	1	0	1	0
        3	2017-11-27 11:31:23	1	0	1	0
       14	2017-11-27 11:32:50	1	0	1	0
        9	2017-11-27 13:49:04	1	0	1	0
       22	2017-11-27 17:01:15	1	0	1	0
       33	2017-11-27 18:06:37	1	0	1	0
       11	2017-11-27 18:07:45	1	0	1	0
       28	2017-11-27 18:28:22	1	0	1	0
        9	2017-11-27 18:29:41	1	0	1	0
       17	2017-11-27 18:29:48	1	0	1	0
       19	2017-11-27 18:36:48	1	0	1	0
        2	2017-11-27 19:02:04	1	0	1	0
       12	2017-11-27 19:20:13	1	0	1	0
        1	2017-11-27 19:37:22	1	0	1	0
        4	2017-11-27 19:42:14	1	0	1	0
       31	2017-11-27 19:45:16	1	0	1	0
       13	2017-11-27 20:02:03	1	0	1	0
       10	2017-11-27 20:50:07	1	0	1	0
       22	2017-11-28 06:24:17	1	0	1	0
       28	2017-11-28 09:17:51	1	0	1	0
       19	2017-11-28 09:20:09	1	0	1	0
       33	2017-11-28 09:22:29	1	0	1	0
        1	2017-11-28 09:29:32	1	0	1	0
       17	2017-11-28 09:38:25	1	0	1	0
        2	2017-11-28 09:57:29	1	0	1	0
       11	2017-11-28 10:01:50	1	0	1	0
        4	2017-11-28 10:02:44	1	0	1	0
       13	2017-11-28 10:06:49	1	0	1	0
       10	2017-11-28 10:08:26	1	0	1	0
       32	2017-11-28 10:09:43	1	0	1	0
       31	2017-11-28 10:14:05	1	0	1	0
       27	2017-11-28 10:20:40	1	0	1	0
        9	2017-11-28 10:27:54	1	0	1	0
       12	2017-11-28 10:33:44	1	0	1	0
       26	2017-11-28 10:43:23	1	0	1	0
       14	2017-11-28 10:59:03	1	0	1	0
        3	2017-11-28 11:00:56	1	0	1	0
       22	2017-11-28 17:01:04	1	0	1	0
       33	2017-11-28 18:00:41	1	0	1	0
       19	2017-11-28 18:24:08	1	0	1	0
       19	2017-11-28 18:24:09	1	0	1	0
        2	2017-11-28 18:28:38	1	0	1	0
       17	2017-11-28 18:36:28	1	0	1	0
       11	2017-11-28 18:36:41	1	0	1	0
       17	2017-11-28 18:36:44	1	0	1	0
       26	2017-11-28 18:51:26	1	0	1	0
        1	2017-11-28 19:26:48	1	0	1	0
       13	2017-11-28 19:30:15	1	0	1	0
        4	2017-11-28 19:35:52	1	0	1	0
       12	2017-11-28 19:38:10	1	0	1	0
       10	2017-11-28 19:41:05	1	0	1	0
       32	2017-11-28 19:44:08	1	0	1	0
        9	2017-11-28 19:58:10	1	0	1	0
       14	2017-11-28 20:04:50	1	0	1	0
        3	2017-11-28 20:22:23	1	0	1	0
       31	2017-11-28 22:35:34	1	0	1	0
       27	2017-11-28 22:35:38	1	0	1	0
       28	2017-11-28 22:35:41	1	0	1	0
       22	2017-11-29 06:08:35	1	0	1	0
       26	2017-11-29 08:49:58	1	0	1	0
       26	2017-11-29 08:50:00	1	0	1	0
        1	2017-11-29 09:17:31	1	0	1	0
       11	2017-11-29 09:27:51	1	0	1	0
       28	2017-11-29 09:32:06	1	0	1	0
       17	2017-11-29 09:38:29	1	0	1	0
        2	2017-11-29 09:52:50	1	0	1	0
       32	2017-11-29 09:53:07	1	0	1	0
       19	2017-11-29 09:57:17	1	0	1	0
       13	2017-11-29 10:00:59	1	0	1	0
       27	2017-11-29 10:01:05	1	0	1	0
       10	2017-11-29 10:05:11	1	0	1	0
        4	2017-11-29 10:13:26	1	0	1	0
        9	2017-11-29 10:14:18	1	0	1	0
        3	2017-11-29 10:22:07	1	0	1	0
       12	2017-11-29 10:44:39	1	0	1	0
       31	2017-11-29 13:16:46	1	0	1	0
       11	2017-11-29 17:52:21	1	0	1	0
       17	2017-11-29 18:20:09	1	0	1	0
       26	2017-11-29 19:14:33	1	0	1	0
        4	2017-11-29 19:21:21	1	0	1	0
        2	2017-11-29 19:28:18	1	0	1	0
       32	2017-11-29 19:35:17	1	0	1	0
       10	2017-11-29 19:48:56	1	0	1	0
        1	2017-11-29 19:53:44	1	0	1	0
       10	2017-11-29 20:03:40	1	0	1	0
        9	2017-11-29 20:53:21	1	0	1	0
       13	2017-11-29 20:53:26	1	0	1	0
       19	2017-11-29 20:57:13	1	0	1	0
        3	2017-11-29 21:30:30	1	0	1	0
       12	2017-11-29 22:25:19	1	0	1	0
       28	2017-11-29 22:33:33	1	0	1	0
       27	2017-11-29 22:55:42	1	0	1	0
       31	2017-11-29 22:56:22	1	0	1	0
       22	2017-11-30 06:17:55	1	0	1	0
       28	2017-11-30 09:16:01	1	0	1	0
        1	2017-11-30 09:23:38	1	0	1	0
       17	2017-11-30 09:35:08	1	0	1	0
       11	2017-11-30 09:46:44	1	0	1	0
       32	2017-11-30 10:00:00	1	0	1	0
       13	2017-11-30 10:05:21	1	0	1	0
        4	2017-11-30 10:05:24	1	0	1	0
       10	2017-11-30 10:17:35	1	0	1	0
       12	2017-11-30 10:22:06	1	0	1	0
       27	2017-11-30 10:22:09	1	0	1	0
        9	2017-11-30 10:25:53	1	0	1	0
        2	2017-11-30 10:31:18	1	0	1	0
        3	2017-11-30 10:40:17	1	0	1	0
       31	2017-11-30 11:04:21	1	0	1	0
       14	2017-11-30 11:40:49	1	0	1	0
       11	2017-11-30 17:12:53	1	0	1	0
       17	2017-11-30 18:43:07	1	0	1	0
        4	2017-11-30 18:44:22	1	0	1	0
        4	2017-11-30 18:56:41	1	0	1	0
        2	2017-11-30 19:06:32	1	0	1	0
       13	2017-11-30 19:18:20	1	0	1	0
       28	2017-11-30 19:32:52	1	0	1	0
       12	2017-11-30 19:36:05	1	0	1	0
       14	2017-11-30 19:36:18	1	0	1	0
        1	2017-11-30 20:06:53	1	0	1	0
       14	2017-11-30 20:22:54	1	0	1	0
       10	2017-11-30 23:00:46	1	0	1	0
       31	2017-11-30 23:52:31	1	0	1	0
        9	2017-11-30 23:52:38	1	0	1	0
       27	2017-11-30 23:52:41	1	0	1	0
       28	2017-12-04 09:13:50	1	0	1	0
        1	2017-12-04 09:15:41	1	0	1	0
       17	2017-12-04 09:32:48	1	0	1	0
       11	2017-12-04 09:36:39	1	0	1	0
       32	2017-12-04 09:37:23	1	0	1	0
       10	2017-12-04 09:47:25	1	0	1	0
        2	2017-12-04 09:48:54	1	0	1	0
       33	2017-12-04 09:49:12	1	0	1	0
        2	2017-12-04 09:51:59	1	0	1	0
       13	2017-12-04 09:58:59	1	0	1	0
        4	2017-12-04 09:59:12	1	0	1	0
       14	2017-12-04 09:59:52	1	0	1	0
       31	2017-12-04 10:15:22	1	0	1	0
        3	2017-12-04 11:23:20	1	0	1	0
       33	2017-12-04 17:55:12	1	0	1	0
       33	2017-12-04 17:55:19	1	0	1	0
       32	2017-12-04 18:23:25	1	0	1	0
       17	2017-12-04 18:25:00	1	0	1	0
       11	2017-12-04 18:30:00	1	0	1	0
        2	2017-12-04 18:39:21	1	0	1	0
       13	2017-12-04 19:11:32	1	0	1	0
        4	2017-12-04 20:02:50	1	0	1	0
       31	2017-12-04 20:14:38	1	0	1	0
        1	2017-12-04 21:02:59	1	0	1	0
       10	2017-12-04 21:12:41	1	0	1	0
       28	2017-12-04 21:24:27	1	0	1	0
       14	2017-12-04 21:34:15	1	0	1	0
       22	2017-12-05 06:15:20	1	0	1	0
       26	2017-12-05 08:25:49	1	0	1	0
       26	2017-12-05 08:25:52	1	0	1	0
       28	2017-12-05 09:01:02	1	0	1	0
       19	2017-12-05 09:48:50	1	0	1	0
       17	2017-12-05 09:48:58	1	0	1	0
       10	2017-12-05 09:49:28	1	0	1	0
       13	2017-12-05 10:01:29	1	0	1	0
       11	2017-12-05 10:08:20	1	0	1	0
       31	2017-12-05 10:08:24	1	0	1	0
       31	2017-12-05 10:08:25	1	0	1	0
        4	2017-12-05 10:08:28	1	0	1	0
        1	2017-12-05 10:08:41	1	0	1	0
       12	2017-12-05 10:17:21	1	0	1	0
       32	2017-12-05 10:21:11	1	0	1	0
       14	2017-12-05 11:17:36	1	0	1	0
       33	2017-12-05 14:25:06	1	0	1	0
       22	2017-12-05 17:01:34	1	0	1	0
       32	2017-12-05 18:00:53	1	0	1	0
        2	2017-12-05 18:37:28	1	0	1	0
       19	2017-12-05 18:38:30	1	0	1	0
       17	2017-12-05 18:41:59	1	0	1	0
       11	2017-12-05 18:47:16	1	0	1	0
       26	2017-12-05 18:54:36	1	0	1	0
       12	2017-12-05 19:15:54	1	0	1	0
       13	2017-12-05 19:17:27	1	0	1	0
       10	2017-12-05 19:18:21	1	0	1	0
        4	2017-12-05 19:20:14	1	0	1	0
        1	2017-12-05 19:21:42	1	0	1	0
       28	2017-12-05 19:25:44	1	0	1	0
       31	2017-12-05 19:25:49	1	0	1	0
       22	2017-12-06 06:21:22	1	0	1	0
       26	2017-12-06 08:58:04	1	0	1	0
       26	2017-12-06 08:58:06	1	0	1	0
       28	2017-12-06 09:21:51	1	0	1	0
        1	2017-12-06 09:29:49	1	0	1	0
       17	2017-12-06 09:40:46	1	0	1	0
       19	2017-12-06 09:46:01	1	0	1	0
       31	2017-12-06 09:47:36	1	0	1	0
       11	2017-12-06 09:53:50	1	0	1	0
       10	2017-12-06 09:55:15	1	0	1	0
       13	2017-12-06 10:05:04	1	0	1	0
       32	2017-12-06 10:12:10	1	0	1	0
        2	2017-12-06 10:13:46	1	0	1	0
       12	2017-12-06 10:29:43	1	0	1	0
       14	2017-12-06 10:47:56	1	0	1	0
        4	2017-12-06 11:37:47	1	0	1	0
        4	2017-12-06 11:37:48	1	0	1	0
       27	2017-12-06 11:59:36	1	0	1	0
       11	2017-12-06 12:33:42	1	0	1	0
        1	2017-12-06 16:22:09	1	0	1	0
       22	2017-12-06 16:59:39	1	0	1	0
       11	2017-12-06 18:21:08	1	0	1	0
        2	2017-12-06 18:42:48	1	0	1	0
       32	2017-12-06 18:48:47	1	0	1	0
       17	2017-12-06 18:51:08	1	0	1	0
        4	2017-12-06 19:07:39	1	0	1	0
       10	2017-12-06 19:13:12	1	0	1	0
       13	2017-12-06 19:35:02	1	0	1	0
       26	2017-12-06 20:00:29	1	0	1	0
       19	2017-12-06 20:05:32	1	0	1	0
       28	2017-12-06 20:16:02	1	0	1	0
       12	2017-12-06 20:28:20	1	0	1	0
       27	2017-12-06 20:28:24	1	0	1	0
       31	2017-12-06 20:28:40	1	0	1	0
       22	2017-12-07 06:21:29	1	0	1	0
       26	2017-12-07 08:24:08	1	0	1	0
       26	2017-12-07 08:24:10	1	0	1	0
        1	2017-12-07 09:11:52	1	0	1	0
       28	2017-12-07 09:14:52	1	0	1	0
       32	2017-12-07 09:36:11	1	0	1	0
       12	2017-12-07 09:43:44	1	0	1	0
       19	2017-12-07 09:44:45	1	0	1	0
       17	2017-12-07 09:47:59	1	0	1	0
       10	2017-12-07 09:51:32	1	0	1	0
       13	2017-12-07 09:57:10	1	0	1	0
       14	2017-12-07 09:59:05	1	0	1	0
        2	2017-12-07 10:22:30	1	0	1	0
       27	2017-12-07 10:32:42	1	0	1	0
        3	2017-12-07 10:39:11	1	0	1	0
        9	2017-12-07 10:50:54	1	0	1	0
       31	2017-12-07 11:09:21	1	0	1	0
       22	2017-12-07 17:03:59	1	0	1	0
       17	2017-12-07 19:01:56	1	0	1	0
        3	2017-12-07 19:35:42	1	0	1	0
       26	2017-12-07 19:39:26	1	0	1	0
